6001254019897,AP,GDL,SF,A14P,14X5,OD,84
6001254019903,AP,GRS,SF,M18W,SUP,UL,110
6001254019910,AP,CPP,2Z,M18T,GEN,UL,100
6001254019927,AP,FUJ,2Z,M18T,GEN,UL,100
6001254019934,AP,GDL,2Z,M18T,GEN,UL,100
6001254019941,AP,FUJ,2Z,M18T,GEN,UL,110
6001254019958,AP,GDL,2Z,M18T,GEN,UL,110
6001254019965,AP,CPP,2Z,M18T,GEN,UL,110
6001254019972,AP,FUJ,2Z,M18T,GEN,UL,120
6001254019989,AP,GDL,2Z,M18T,GEN,UL,120
6001254019996,AP,CPP,2Z,M18T,GEN,UL,120
6001254020008,AP,GDL,2Z,M18T,GEN,UL,70
6001254020015,AP,FUJ,2Z,M18T,GEN,UL,70
6001254020022,AP,CPP,2Z,M18T,GEN,UL,70
6001254020039,AP,FUJ,2Z,M18T,GEN,UL,80
6001254020046,AP,GDL,2Z,M18T,GEN,UL,80
6001254020053,AP,CPP,2Z,M18T,GEN,UL,80
6001254020060,AP,GDL,2Z,M18T,GEN,UL,90
6001254020077,AP,FUJ,2Z,M18T,GEN,UL,90
6001254020084,AP,CPP,2Z,M18T,GEN,UL,90
6001254020091,AP,FUJ,2Z,T12D,GEN,UL,100
6001254020107,AP,GDL,2Z,T12D,GEN,UL,100
6001254020114,AP,CPP,2Z,T12D,GEN,UL,100
6001254020121,AP,CPP,2Z,T12D,GEN,UL,110
6001254020138,AP,GDL,2Z,T12D,GEN,UL,110
6001254020145,AP,FUJ,2Z,T12D,GEN,UL,110
6001254020152,AP,GDL,2Z,T12D,GEN,UL,120
6001254020169,AP,FUJ,2Z,T12D,GEN,UL,120
6001254020176,AP,CPP,2Z,T12D,GEN,UL,120
6001254020183,AP,CPP,2Z,T12D,GEN,UL,135
6001254020190,AP,GDL,2Z,T12D,GEN,UL,135
6001254020206,AP,FUJ,2Z,T12D,GEN,UL,135
6001254020213,AP,GDL,2Z,T12D,GEN,UL,150
6001254020220,AP,FUJ,2Z,T12D,GEN,UL,150
6001254020237,AP,CPP,2Z,T12D,GEN,UL,150
6001254020244,AP,CPP,2Z,T12D,GEN,UL,165
6001254020251,AP,GDL,2Z,T12D,GEN,UL,165
6001254020268,AP,FUJ,2Z,T12D,GEN,UL,165
6001254020275,AP,CPP,2Z,T12D,GEN,UL,180
6001254020282,AP,FUJ,2Z,T12D,GEN,UL,180
6001254020299,AP,GDL,2Z,T12D,GEN,UL,180
6001254020305,AP,GRS,SF,A13P,13X7,UL,100
6001254020312,AP,CP4,1A,M18T,TRR,UL,70
6001254020329,AP,CP4,1A,M18T,TRR,UL,80
6001254020336,AP,CP4,1A,M18T,TRR,UL,90
6001254020343,AP,CP4,1A,M18T,TRR,UL,100
6001254020350,AP,CP4,1A,M18T,TRR,UL,110
6001254020367,AP,CP4,1A,M18T,TRR,UL,120
6001254020374,AP,CP4,1A,M18T,TRR,UL,135
6001254020381,AP,CP4,1A,M18T,TRR,UL,150
6001254020398,AP,CP4,1A,M18T,TRR,UL,165
6001254020404,AP,CP4,1A,M18T,TRR,UL,180
6001254020411,AP,CP4,SA,M22T,SUP,UL,198
6001254020428,AP,CP4,SA,M22T,SUP,UL,216
6001254020435,AP,PLD,SA,A12N,PLADY,UL,100
6001254020442,AP,PLD,SA,A12N,PLADY,UL,113
6001254020459,AP,PLD,SA,A12N,PLADY,UL,125
6001254020466,AP,GDL,1A,M18T,SSW,UL,135
6001254020473,AP,PLD,SA,M18T,TPINK,LB,100
6001254020480,AP,PLD,SA,M18T,TPINK,LB,110
6001254020497,AP,PLD,SA,M18T,TPINK,LB,120
6001254020503,AP,PLD,SA,M18T,TPINK,LB,135
6001254020510,AP,CP3,SA,A12N,TRU,UL,125
6001254020527,AP,CP3,SA,B12N,TRU,UL,125
6001254020534,AP,CPP,1L,T12D,SMURF,SU,120
6001254020541,AP,BBN,1L,T12D,SMURF,SU,120
6001254020558,AP,GRS,1L,T12D,SMURF,SU,120
6001254020565,AP,RGL,1L,T12D,SMURF,SU,120
6001254020572,AP,FUJ,1L,T12D,SMURF,SU,120
6001254020589,AP,SKI,1L,T12D,SMURF,SU,120
6001254020596,AP,GDL,1L,T12D,SMURF,SU,120
6001254020602,AP,TOP,1L,T12D,SMURF,SU,120
6001254020619,AP,GRS,1L,T12D,SMURF,SU,135
6001254020626,AP,CPP,1L,T12D,SMURF,SU,135
6001254020633,AP,RGL,1L,T12D,SMURF,SU,135
6001254020640,AP,SKI,1L,T12D,SMURF,SU,135
6001254020657,AP,FUJ,1L,T12D,SMURF,SU,135
6001254020664,AP,BBN,1L,T12D,SMURF,SU,135
6001254020671,AP,GDL,1L,T12D,SMURF,SU,135
6001254020688,AP,TOP,1L,T12D,SMURF,SU,135
6001254020695,AP,GRS,1L,T12D,SMURF,SU,150
6001254020701,AP,FUJ,1L,T12D,SMURF,SU,150
6001254020718,AP,BBN,1L,T12D,SMURF,SU,150
6001254020725,AP,GDL,1L,T12D,SMURF,SU,150
6001254020732,AP,TOP,1L,T12D,SMURF,SU,150
6001254020749,AP,SKI,1L,T12D,SMURF,SU,150
6001254020756,AP,RGL,1L,T12D,SMURF,SU,150
6001254020763,AP,CPP,1L,T12D,SMURF,SU,150
6001254020770,AP,FUJ,1L,T12D,SMURF,SU,165
6001254020787,AP,BBN,1L,T12D,SMURF,SU,165
6001254020794,AP,GDL,1L,T12D,SMURF,SU,165
6001254020800,AP,CPP,1L,T12D,SMURF,SU,165
6001254020817,AP,GRS,1L,T12D,SMURF,SU,165
6001254020824,AP,TOP,1L,T12D,SMURF,SU,165
6001254020831,AP,SKI,1L,T12D,SMURF,SU,165
6001254020848,AP,RGL,1L,T12D,SMURF,SU,165
6001254020855,AP,BBN,2Z,J30J,CHEP,UL,198
6001254020862,AP,GDL,2Z,J30J,CHEP,UL,198
6001254020879,AP,CPP,2Z,J30J,CHEP,UL,198
6001254020886,AP,RGL,2Z,J30J,CHEP,UL,198
6001254020893,AP,GDL,2Z,J30J,CHEP,UL,216
6001254020909,AP,RGL,2Z,J30J,CHEP,UL,216
6001254020916,AP,CPP,2Z,J30J,CHEP,UL,216
6001254020923,AP,BBN,2Z,J30J,CHEP,UL,216
6001254020930,AP,BBN,2Z,M18T,GEN,UL,70
6001254020947,AP,RGL,2Z,M18T,GEN,UL,70
6001254020954,AP,BBN,2Z,M18T,GEN,UL,80
6001254020961,AP,RGL,2Z,M18T,GEN,UL,80
6001254020978,AP,RGL,2Z,M18T,GEN,UL,90
6001254020985,AP,BBN,2Z,M18T,GEN,UL,90
6001254020992,AP,BBN,2Z,T12D,GEN,UL,135
6001254021005,AP,RGL,2Z,T12D,GEN,UL,135
6001254021012,AP,RGL,2Z,T12D,GEN,UL,150
6001254021029,AP,BBN,2Z,T12D,GEN,UL,150
6001254021036,AP,BBN,2Z,T12D,GEN,UL,165
6001254021043,AP,RGL,2Z,T12D,GEN,UL,165
6001254021050,AP,BBN,2Z,T12D,GEN,UL,180
6001254021067,AP,RGL,2Z,T12D,GEN,UL,180
6001254021074,AP,BBN,2Z,T12T,BD,UL,100
6001254021081,AP,RGL,2Z,T12T,BD,UL,100
6001254021098,AP,CPP,2Z,T12T,BD,UL,100
6001254021104,AP,GDL,2Z,T12T,BD,UL,100
6001254021111,AP,BBN,2Z,T12T,BD,UL,110
6001254021128,AP,RGL,2Z,T12T,BD,UL,110
6001254021135,AP,CPP,2Z,T12T,BD,UL,110
6001254021142,AP,GDL,2Z,T12T,BD,UL,110
6001254021159,AP,BBN,2Z,T12T,BD,UL,120
6001254021166,AP,RGL,2Z,T12T,BD,UL,120
6001254021173,AP,GDL,2Z,T12T,BD,UL,120
6001254021180,AP,CPP,2Z,T12T,BD,UL,120
6001254021197,AP,CP3,1A,M17T,TRU,UL,216
6001254021203,AP,GDL,2Z,T12T,BD,UL,90
6001254021210,AP,CPP,2Z,T12T,BD,UL,90
6001254021227,AP,BBN,2Z,T12T,BD,UL,90
6001254021234,AP,RGL,2Z,T12T,BD,UL,90
6001254021241,AP,FUJ,SA,B12N,TRU,UL,113
6001254021258,AP,CPP,SF,B18K,18X6,UL,150
6001254021265,AP,CPP,SF,B18K,18X6,UL,138
6001254021272,AP,CPP,SF,A18K,18X6,UL,138
6001254021289,AP,CPP,SF,A18K,18X7,UL,150
6001254021296,AP,CP3,SA,B12N,TRU,UL,100
6001254021302,AP,PLD,SA,M18T,PLADY,UL,150
6001254021319,AP,GDL,1L,T12D,SMURF,SU,180
6001254021326,AP,SKI,1L,T12D,SMURF,SU,180
6001254021333,AP,TOP,1L,T12D,SMURF,SU,180
6001254021340,AP,PLD,SF,M18W,SUP,UL,110
6001254021357,AP,CPP,1L,T12D,SMURF,SU,180
6001254021364,AP,PLD,SF,M18W,SUP,UL,120
6001254021371,AP,PLD,SF,M18W,SUP,UL,135
6001254021388,AP,PLD,SF,M18W,SUP,UL,150
6001254021395,AP,PLD,SF,M18W,SUP,UL,165
6001254021401,AP,PLD,SF,M18W,SUP,UL,180
6001254021418,AP,FUJ,SA,M18T,SUP,LB,216
6001254021425,AP,CPP,SF,M18T,SUP,UL,110
6001254021432,PR,PTR,1L,T12D,TRU,UL,52
6001254021449,AP,PLD,SF,A16P,16X6,T1,100
6001254021456,AP,PLD,SF,A16P,16X6,T1,113
6001254021463,AP,PLD,SF,B12D,PLADY,T2,70
6001254021470,AP,PLD,SF,B12D,PLADY,T2,78
6001254021487,AP,PLD,SF,B12D,PLADY,T2,84
6001254021494,AP,PLD,SF,B12D,PLADY,T2,88
6001254021500,AP,PLD,SF,A16P,16X6,T3,100
6001254021517,AP,PLD,SF,A16P,16X6,T3,113
6001254021524,AP,PLD,SF,B12D,PLADY,T4,70
6001254021531,AP,PLD,SF,B12D,PLADY,T4,78
6001254021548,AP,PLD,SF,B12D,PLADY,T4,84
6001254021555,AP,PLD,SF,B12D,PLADY,T4,88
6001254021562,AP,PLD,SF,A16P,16X6,T5,100
6001254021579,AP,PLD,SF,A16P,16X6,T5,113
6001254021586,AP,PLD,SF,A16P,16X6,T6,100
6001254021593,AP,PLD,SF,A16P,16X6,T6,113
6001254021609,PR,PTR,1Z,T12D,GEN,UL,52
6001254021616,PR,PTR,1Z,M12T,GEN,UL,38
6001254021623,PR,PTR,1Z,M12T,GEN,UL,45
6001254021630,AP,PLD,1A,B12D,PLADY,LB,84
6001254021647,AP,PLD,SA,B12D,PLADY,LB,84
6001254021654,AP,TOP,1L,M18T,TRU,UL,64
6001254021661,AP,GDL,1A,T12T,BD,UL,150
6001254021678,AP,GDL,1A,T12T,BD,UL,165
6001254021685,AP,PLD,SF,M18W,PLADY,UL,110
6001254021692,AP,FUJ,SA,M18T,TRU,LB,150
6001254021708,AP,FUJ,SA,M18T,TRU,LB,180
6001254021715,AP,GRS,1Z,M18T,SDAY,UL,70
6001254021722,AP,CP4,1A,M18T,TRR,UL,198
6001254021739,AP,CP4,1A,M18T,TRR,UL,216
6001254021746,AP,FUJ,1L,A10Z,TRU,SF,198
6001254021753,AP,FUJ,1L,A10Z,TRU,SF,216
6001254021760,AP,FUJ,1L,B10Z,TRU,SF,198
6001254021777,AP,FUJ,1L,B10Z,TRU,SF,216
6001254021784,AP,FUJ,1L,A10Z,GEN,SF,198
6001254021791,AP,FUJ,1L,A10Z,GEN,SF,216
6001254021807,AP,BBN,1L,A10Z,GEN,SF,198
6001254021814,AP,BBN,1L,A10Z,GEN,SF,216
6001254021821,AP,SKI,1L,A10Z,GEN,RA,198
6001254021838,AP,SKI,1L,A10Z,GEN,RA,216
6001254021845,AP,FUJ,SA,A12N,TRU,UL,100
6001254021852,AP,PLD,ST,B12D,PLADY,LB,96
6001254021869,AP,CPP,1L,T12Z,TRU,UL,198
6001254021876,AP,RGL,1L,T12Z,TRU,UL,198
6001254021883,AP,GDL,2Z,T12D,GEN,UL,90
6001254021890,AP,GRS,2Z,T12D,GEN,UL,90
6001254021906,AP,GRS,2Z,T12D,GEN,UL,100
6001254021913,AP,GRS,2Z,T12D,GEN,UL,110
6001254021920,AP,GRS,2Z,T12D,GEN,UL,120
6001254021937,AP,GRS,2Z,T12D,GEN,UL,135
6001254021944,AP,GRS,2Z,T12D,GEN,UL,150
6001254021951,AP,GRS,2Z,T12D,GEN,UL,165
6001254021968,AP,GRS,2Z,T12D,GEN,UL,180
6001254021975,AP,GRS,2Z,J11T,TRU,UL,198
6001254021982,AP,GRS,2Z,J11T,TRU,UL,216
6001254021999,AP,SKI,1L,T12Z,TRU,RA,198
6001254022002,AP,SKI,1L,T12Z,TRU,RA,216
6001254022019,AP,TOP,1L,T12D,GEN,UL,180
6001254022026,AP,GDL,1L,A10Z,GEN,SF,198
6001254022033,AP,CPP,1L,A10Z,GEN,SF,198
6001254022040,AP,CPP,1L,A10Z,TRU,SF,198
6001254022057,AP,CPP,1L,A10Z,TRU,SF,216
6001254022064,AP,CPP,1L,A10Z,GEN,SF,216
6001254022071,AP,CPP,1L,B10Z,TRU,SF,198
6001254022088,AP,CPP,1L,B10Z,TRU,SF,216
6001254022095,AP,CPP,1L,B10Z,GEN,SF,198
6001254022101,AP,CPP,1L,B10Z,GEN,SF,216
6001254022118,AP,CPP,SA,M18T,SUP,LB,165
6001254022125,AP,TOP,1L,A10Z,GEN,RA,198
6001254022132,AP,TOP,1L,A10Z,GEN,RA,216
6001254022149,AP,FUJ,1R,M18T,TRU,UL,110
6001254022156,AP,PLD,SF,M18T,PLADY,UL,113
6001254022163,PR,PTR,1Z,T12T,GEN,UL,52
6001254022170,PR,PTR,1Z,T12T,GEN,UL,60
6001254022187,PR,PTR,1Z,T12T,GEN,UL,70
6001254022194,PR,PTR,1Z,T12T,GEN,UL,80
6001254022200,PR,PTR,1Z,T12T,GEN,UL,90
6001254022217,PR,PTR,1Z,T12T,GEN,UL,96
6001254022224,PR,PTR,1Z,T12T,GEN,UL,112
6001254022231,PR,PTR,1Z,T12T,GEN,UL,120
6001254022248,AP,FUJ,1A,M18T,TRU,UL,198
6001254022255,AP,FUJ,1L,T12D,SMURF,SU,180
6001254022262,AP,SKI,1A,M18T,TRU,UL,110
6001254022279,AP,TOP,AL,M18T,TRU,UL,100
6001254022286,AP,CP5,1A,M17T,TRU,UL,216
6001254022293,AP,TOP,1L,T12D,TRU,TP,100
6001254022309,AP,TOP,1L,M18T,TRU,UL,198
6001254022316,PR,PTR,1Z,T12D,GEN,UL,120
6001254022323,AP,SKI,1L,T12D,TRU,RA,110
6001254022330,AP,CIR,1A,M18T,TRU,UL,70
6001254022347,AP,SKI,1L,B10T,GEN,RA,198
6001254022354,AP,SKI,1L,C10T,GEN,RA,198
6001254022361,AP,FUJ,1A,T12D,TRU,SF,150
6001254022378,AP,FUJ,1A,T12D,TRU,SF,165
6001254022385,AP,TOP,1L,A10T,GEN,RA,198
6001254022392,AP,TOP,1L,B10T,GEN,RA,198
6001254022408,AP,TOP,1L,C10T,GEN,RA,198
6001254022415,AP,CPP,1L,T12D,SMURF,UL,120
6001254022422,AP,CPP,1L,T12D,SMURF,UL,135
6001254022439,AP,CPP,1L,T12D,SMURF,UL,150
6001254022446,AP,CPP,1L,T12D,SMURF,UL,165
6001254022453,AP,GDL,1L,T12D,SMURF,UL,120
6001254022460,AP,FUJ,1L,T12D,SMURF,UL,120
6001254022477,AP,GDL,1L,T12D,SMURF,UL,135
6001254022484,AP,FUJ,1L,T12D,SMURF,UL,135
6001254022491,AP,GDL,1L,T12D,SMURF,UL,150
6001254022507,AP,FUJ,1L,T12D,SMURF,UL,150
6001254022514,AP,GDL,1L,T12D,SMURF,UL,165
6001254022521,AP,FUJ,1L,T12D,SMURF,UL,165
6001254022538,AP,CIR,1A,M17T,TRU,UL,216
6001254022545,AP,CIR,SA,M18T,TRR,LB,100
6001254022552,AP,CIR,SA,M18T,TRR,LB,110
6001254022569,AP,CIR,SA,M18T,TRR,LB,120
6001254022576,AP,CIR,SA,M18T,TRR,LB,135
6001254022583,AP,FUJ,SA,A12N,BD,UL,100
6001254022590,AP,FUJ,SA,A12N,BD,UL,113
6001254022606,AP,FUJ,SA,A12N,BD,UL,125
6001254022613,AP,FUJ,SA,B12N,BD,UL,100
6001254022620,AP,FUJ,SA,B12N,BD,UL,113
6001254022637,AP,FUJ,SA,B12N,BD,UL,125
6001254022644,AP,CIR,1L,T12Z,TRU,UL,198
6001254022651,AP,FUJ,SA,C14C,GEN,UL,198
6001254022668,AP,FUJ,SA,C14C,GEN,UL,216
6001254022675,AP,FUJ,SA,C13C,GEN,UL,216
6001254022682,AP,FUJ,2Z,T12D,GEN,UL,90
6001254022699,AP,CPP,1L,T12D,TRU,SF,135
6001254022705,AP,CPP,1L,T12D,TRU,SF,150
6001254022712,AP,CPP,1L,T12D,TRU,SF,165
6001254022729,AP,GDL,1R,M18T,SSW,UL,135
6001254022736,AP,GRS,SA,A12N,BD,UL,100
6001254022743,AP,GRS,SA,A12N,BD,UL,113
6001254022750,AP,GRS,SA,A12N,BD,UL,125
6001254022767,AP,GRS,SA,B12N,BD,UL,100
6001254022774,AP,GRS,SA,B12N,BD,UL,113
6001254022781,AP,GRS,SA,B12N,BD,UL,125
6001254022798,AP,FUJ,1L,B10Z,GEN,SF,216
6001254022804,AP,GDL,1R,M17T,TRU,UL,231
6001254022811,AP,GDL,1R,M17T,SSW,UL,231
6001254022828,AP,CIR,1R,M17T,TRU,UL,231
6001254022835,AP,FUJ,2Z,J30J,CHEP,UL,198
6001254022842,AP,FUJ,2Z,J30J,CHEP,UL,216
6001254022859,AP,SKI,1Z,T12D,GEN,UL,110
6001254022866,AP,SKI,1Z,T12D,GEN,UL,100
6001254022873,AP,TOP,1L,T12D,TRU,SP,180
6001254022880,CH,RLD,1L,M30P,GEN,UL,20X
6001254022897,CH,RLD,1L,M48P,TRU,UL,20X
6001254022903,CH,RLD,1L,M30P,TRU,UL,20X
6001254022927,CH,RLD,1L,M20P,TRU,UL,20X
6001254022934,CH,RLD,1,R15F,TRU,UL,20X
6001254022941,CH,RLD,1,R15F,TRU,UL,24X
6001254022958,AP,SKI,1L,T12D,GEN,UL,150
6001254022972,CH,RLD,1,D02I,TRU,UL,20X
6001254022989,CH,RLD,1L,D02I,TRU,UL,20X
6001254022996,CH,STL,1A,D01P,TRU,LB,24X
6001254023009,CH,BNG,1L,M48P,TRU,UL,24X
6001254023016,CH,BNG,1L,M20P,TRU,UL,24X
6001254023023,AP,GDL,1L,T12D,TRU,LB,150
6001254023030,CH,RLD,1L,R15F,TRU,UL,20X
6001254023047,CH,BNG,1L,M48P,TRU,UL,20X
6001254023054,CH,STL,1L,D01P,TRU,LB,20X
6001254023061,CH,RLD,1L,D01P,TRU,LB,20X
6001254023078,CH,BNG,1L,M20P,TRU,UL,20X
6001254023085,CH,BNG,1L,D02I,TRU,UL,20X
6001254023092,CH,RAI,1L,D01P,TRU,UL,20X
6001254023108,CH,RAI,1L,D02I,TRU,UL,20X
6001254023115,PR,WBC,2A,M12T,SSW,UL,70
6001254023122,PR,WBC,2A,M12T,SSW,UL,80
6001254023139,AP,FUJ,1L,B10Z,GEN,SF,198
6001254023146,PR,WBC,1A,K168,OAK,FZ,120
6001254023153,PR,WBC,1A,K167,OAK,FZ,112
6001254023160,PR,WBC,1L,T12D,TRU,UL,52
6001254023177,PR,WBC,1A,A14S,TRU,UL,96
6001254023184,PR,WBC,1A,M128,TRU,UL,90
6001254023191,PR,WBC,1A,M128,TRU,UL,96
6001254023207,PR,WBC,1A,M129,TRU,UL,112
6001254023214,AP,SKI,1L,B10Z,GEN,UL,198
6001254023221,AP,SKI,1L,B10Z,GEN,UL,216
6001254023238,AP,SKI,1L,B10Z,GEN,RA,198
6001254023245,AP,SKI,1L,B10Z,GEN,RA,216
6001254023252,PR,SMP,1L,T12D,TRU,UL,120
6001254023269,PR,WBC,1A,M125,TRU,UL,60
6001254023276,PR,WBC,1A,M126,TRU,UL,70
6001254023283,PR,WBC,1A,M127,TRU,UL,80
6001254023290,PR,WBC,1A,A166,TRU,OL,90
6001254023306,PR,SMP,1A,K167,OAK,FZ,112
6001254023313,PR,SMP,1A,K168,OAK,FZ,120
6001254023320,PR,RSM,1A,A06D,TRU,LB,80
6001254023337,PR,SMP,1A,M12S,TRU,UL,112
6001254023344,PR,SMP,1A,M12S,TRU,UL,120
6001254023351,PR,WBC,1A,A12D,TRU,UL,80
6001254023368,PR,WBC,SF,A07M,TRU,UL,35
6001254023375,PR,WBC,SF,A07M,TRU,UL,40
6001254023382,PR,WBC,SF,A07M,TRU,UL,45
6001254023399,PR,WBC,SF,A07W,TRU,UL,35
6001254023405,PR,WBC,SF,A07W,TRU,UL,40
6001254023412,PR,WBC,SF,A07W,TRU,UL,45
6001254023429,PR,WBC,SF,A07M,WGD,UL,35
6001254023436,PR,WBC,SF,A07M,WGD,UL,40
6001254023443,PR,WBC,SF,A07M,WGD,UL,45
6001254023450,PR,WBC,SF,A07W,WGD,UL,35
6001254023467,PR,WBC,SF,A07W,WGD,UL,40
6001254023474,PR,WBC,SF,A07W,WGD,UL,45
6001254023481,PR,WBC,SF,A07M,BD,UL,35
6001254023498,PR,WBC,SF,A07M,BD,UL,40
6001254023504,PR,WBC,SF,A07M,BD,UL,45
6001254023511,PR,WBC,SF,A07W,BD,UL,35
6001254023528,PR,WBC,SF,A07W,BD,UL,40
6001254023535,PR,WBC,SF,A07W,BD,UL,45
6001254023542,AP,GDL,1L,T12D,TRU,T1,135
6001254023559,AP,GDL,1L,T12D,TRU,T1,150
6001254023566,AP,GDL,1L,T12D,TRU,T1,165
6001254023573,PR,RSM,1A,A06D,TRU,UL,48
6001254023580,AP,GDL,1L,T12Z,TRU,UL,216
6001254023597,PR,RSM,1A,A06D,TRU,UL,28
6001254023603,PR,RSM,1A,A06D,TRU,UL,32
6001254023610,PR,RSM,1A,A06D,TRU,UL,36
6001254023627,PR,RSM,1A,A06D,TRU,UL,42
6001254023634,PR,RSM,1A,A06D,TRU,UL,47
6001254023641,PR,SMP,1A,M12S,TRU,UL,96
6001254023658,PR,RSM,1A,A06D,TRU,UL,50
6001254023665,PR,WBC,1A,M12T,TRU,UL,100
6001254023672,PR,RSM,1A,M12T,TRU,UL,100
6001254023689,PR,WBC,1A,A14T,CAPE,UL,112
6001254023696,AP,RGR,1L,T12Z,TRU,UL,198
6001254023702,AP,RGR,1L,T12Z,TRU,UL,216
6001254023719,AP,RGL,1L,T12Z,TRU,UL,216
6001254023726,PR,CHY,1A,A06D,TRU,UL,47
6001254023733,PR,CHY,1A,A06D,TRU,UL,48
6001254023740,PR,CHY,1A,A06D,TRU,UL,32
6001254023757,PR,CHY,1A,A06D,TRU,UL,36
6001254023764,PR,CHY,1A,A06D,TRU,UL,42
6001254023771,PR,RSP,1A,M12T,TRU,UL,100
6001254023788,PR,WBC,1A,M12T,TRU,LB,48
6001254023795,PR,WBC,1A,A07D,TRU,UL,40
6001254023801,PR,CHY,1A,A06D,TRU,UL,28
6001254023818,PR,FMP,1A,M12T,TRU,UL,100
6001254023825,PR,RSM,1A,M12T,TRU,UL,38
6001254023832,AP,PNG,2Z,T12D,GEN,UL,90
6001254023849,AP,PNG,2Z,T12D,GEN,UL,100
6001254023856,AP,PNG,2Z,T12D,GEN,UL,110
6001254023863,AP,PNG,2Z,T12D,GEN,UL,120
6001254023870,AP,PNG,2Z,T12D,GEN,UL,135
6001254023887,AP,PNG,2Z,T12D,GEN,UL,150
6001254023894,AP,PNG,2Z,T12D,GEN,UL,165
6001254023900,AP,PNG,2Z,T12D,GEN,UL,180
6001254023917,AP,PNG,2Z,J30J,CHEP,UL,198
6001254023924,AP,PNG,2Z,J30J,CHEP,UL,216
6001254023931,PR,FMP,1A,A14S,TRU,UL,52
6001254023948,PR,WBC,1A,K167,OAK,UL,96
6001254023955,PR,WBC,1A,K168,OAK,UL,112
6001254023962,PR,WBC,1A,K168,OAK,UL,120
6001254023979,PR,WBC,1,K167,OAK,UL,96
6001254023986,PR,WBC,1,K168,OAK,UL,112
6001254023993,PR,WBC,1,K168,OAK,UL,120
6001254024006,PR,PTR,SA,M12T,SUP,LB,100
6001254024013,PR,FRL,CH,M12T,GEN,UL,112
6001254024020,PR,FGO,CH,M12T,GEN,UL,112
6001254024037,PR,CHY,CH,M12T,GEN,UL,112
6001254024044,PR,FRL,CH,M12T,SDAY,UL,112
6001254024051,PR,FGO,CH,M12T,SDAY,UL,112
6001254024068,PR,CHY,CH,M12T,SDAY,UL,112
6001254024075,PR,FRL,CH,M12T,GEN,UL,120
6001254024082,PR,FGO,CH,M12T,GEN,UL,120
6001254024099,PR,CHY,CH,M12T,GEN,UL,120
6001254024105,PR,FRL,CH,M12T,SDAY,UL,120
6001254024112,PR,FGO,CH,M12T,SDAY,UL,120
6001254024129,PR,CHY,CH,M12T,SDAY,UL,120
6001254024136,PR,FRL,CH,M12T,GEN,UL,38
6001254024143,PR,FGO,CH,M12T,GEN,UL,38
6001254024150,PR,CHY,CH,M12T,GEN,UL,38
6001254024167,PR,FRL,CH,M12T,SDAY,UL,38
6001254024174,PR,FGO,CH,M12T,SDAY,UL,38
6001254024181,PR,CHY,CH,M12T,SDAY,UL,38
6001254024198,PR,FRL,CH,M12T,GEN,UL,42
6001254024204,PR,FGO,CH,M12T,GEN,UL,42
6001254024211,PR,FGO,CH,M12T,SDAY,UL,42
6001254024228,PR,CHY,CH,M12T,SDAY,UL,42
6001254024235,PR,CHY,CH,M12T,GEN,UL,42
6001254024242,PR,FRL,CH,M12T,SDAY,UL,42
6001254024259,PR,FRL,CH,M12T,GEN,UL,45
6001254024266,PR,FGO,CH,M12T,GEN,UL,45
6001254024273,PR,CHY,CH,M12T,GEN,UL,45
6001254024280,PR,FRL,CH,M12T,SDAY,UL,45
6001254024297,PR,FGO,CH,M12T,SDAY,UL,45
6001254024303,PR,CHY,CH,M12T,SDAY,UL,45
6001254024310,PR,FRL,CH,M12T,GEN,UL,48
6001254024327,PR,FGO,CH,M12T,GEN,UL,48
6001254024334,PR,FGO,CH,M12T,SDAY,UL,48
6001254024341,PR,CHY,CH,M12T,SDAY,UL,48
6001254024358,PR,CHY,CH,M12T,GEN,UL,48
6001254024365,PR,FRL,CH,M12T,SDAY,UL,48
6001254024372,PR,FRL,CH,M12T,GEN,UL,52
6001254024389,PR,FGO,CH,M12T,GEN,UL,52
6001254024396,PR,CHY,CH,M12T,GEN,UL,52
6001254024402,PR,FRL,CH,M12T,SDAY,UL,52
6001254024419,PR,FGO,CH,M12T,SDAY,UL,52
6001254024426,PR,CHY,CH,M12T,SDAY,UL,52
6001254024433,PR,FRL,CH,M12T,GEN,UL,60
6001254024440,PR,FGO,CH,M12T,GEN,UL,60
6001254024457,PR,FGO,CH,M12T,SDAY,UL,60
6001254024464,PR,CHY,CH,M12T,SDAY,UL,60
6001254024471,PR,CHY,CH,M12T,GEN,UL,60
6001254024488,PR,FRL,CH,M12T,SDAY,UL,60
6001254024495,PR,FRL,CH,M12T,GEN,UL,70
6001254024501,PR,FGO,CH,M12T,GEN,UL,70
6001254024518,PR,CHY,CH,M12T,GEN,UL,70
6001254024525,PR,FRL,CH,M12T,SDAY,UL,70
6001254024532,PR,FGO,CH,M12T,SDAY,UL,70
6001254024549,PR,CHY,CH,M12T,SDAY,UL,70
6001254024556,PR,FRL,CH,M12T,GEN,UL,80
6001254024563,PR,FGO,CH,M12T,GEN,UL,80
6001254024570,PR,CHY,CH,M12T,GEN,UL,80
6001254024587,PR,FRL,CH,M12T,SDAY,UL,80
6001254024594,PR,FGO,CH,M12T,SDAY,UL,80
6001254024600,PR,CHY,CH,M12T,SDAY,UL,80
6001254024617,PR,FRL,CH,M12T,GEN,UL,90
6001254024624,PR,FGO,CH,M12T,GEN,UL,90
6001254024631,PR,CHY,CH,M12T,GEN,UL,90
