6001254024648,PR,FRL,CH,M12T,SDAY,UL,90
6001254024655,PR,FGO,CH,M12T,SDAY,UL,90
6001254024662,PR,CHY,CH,M12T,SDAY,UL,90
6001254024679,PR,FRL,CH,M12T,GEN,UL,96
6001254024686,PR,FGO,CH,M12T,GEN,UL,96
6001254024693,PR,CHY,CH,M12T,GEN,UL,96
6001254024709,PR,FRL,CH,M12T,SDAY,UL,96
6001254024716,PR,FGO,CH,M12T,SDAY,UL,96
6001254024723,PR,CHY,CH,M12T,SDAY,UL,96
6001254024730,PR,FGO,SA,800P,BD,UL,112
6001254024747,PR,FGO,SA,800P,BD,UL,120
6001254024754,PR,FGO,SF,M12T,SUP,UL,90
6001254024761,PR,RSM,1A,M12T,CAPE,LB,90
6001254024778,PR,FGO,CH,M12T,TRU,UL,112
6001254024785,PR,FGO,CH,M12T,TRU,UL,120
6001254024792,PR,FGO,CH,M12T,TRU,UL,38
6001254024808,PR,FGO,CH,M12T,TRU,UL,45
6001254024815,PR,FGO,CH,M12T,TRU,UL,48
6001254024822,PR,FGO,CH,M12T,TRU,UL,52
6001254024839,PR,FGO,CH,M12T,TRU,UL,60
6001254024846,PR,FGO,CH,M12T,TRU,UL,70
6001254024853,PR,FGO,CH,M12T,TRU,UL,80
6001254024860,PR,FGO,CH,M12T,TRU,UL,90
6001254024877,PR,FGO,CH,M12T,TRU,UL,96
6001254024884,AP,GAA,1L,T12D,TRU,SF,135
6001254024891,AP,GAA,1L,T12D,TRU,SF,150
6001254024907,AP,GAA,1L,T12D,TRU,SF,165
6001254024914,AP,GAA,1L,T12D,TRU,SF,180
6001254024921,PR,ABF,1A,A65D,TRU,UL,36
6001254024938,PR,ABF,1A,A65D,TRU,UL,40
6001254024945,PR,ABF,1A,A06D,TRU,UL,36
6001254024952,PR,FGO,1L,M12T,GEN,UL,112
6001254024969,PR,FGO,1L,M12T,GEN,UL,120
6001254024976,PR,FGO,1L,M12T,GEN,UL,96
6001254024983,PR,BRO,1L,T12D,TRU,UL,120
6001254024990,AP,GDL,1L,M18T,GEN,UL,100
6001254025003,AP,GDL,1L,M18T,GEN,UL,110
6001254025010,AP,GDL,1L,M18T,GEN,UL,70
6001254025027,AP,GDL,1L,M18T,GEN,UL,80
6001254025034,AP,GDL,1L,M18T,GEN,UL,90
6001254025041,AP,RGL,1L,A08T,TRU,UL,135
6001254025058,AP,RGL,1L,A08T,TRU,UL,150
6001254025065,AP,RGL,1L,A08T,TRU,UL,165
6001254025072,PR,ABF,1A,A06D,CAPE,UL,36
6001254025089,PR,ABF,1A,A165,TRU,OL,80
6001254025096,PR,ABF,1A,A165,TRU,OL,90
6001254025102,PR,ABF,1A,Z06D,TRU,LB,24
6001254025119,PR,ABF,1A,Z06D,TRU,LB,26
6001254025126,PR,ABF,1A,Z06D,TRU,LB,30
6001254025133,PR,ABF,1A,Z06D,TRU,LB,36
6001254025140,PR,ABF,1A,Z65D,TRU,UL,30
6001254025157,PR,ABF,1A,Z65D,TRU,UL,36
6001254025164,PR,ABF,1A,Z06D,TRU,UL,24
6001254025171,PR,ABF,1A,Z06D,TRU,UL,26
6001254025188,PR,ABF,1A,Z06D,TRU,UL,30
6001254025195,PR,ABF,1A,Z06D,TRU,UL,36
6001254025201,PR,ABF,1A,Z06D,CAPE,UL,24
6001254025218,PR,ABF,1A,Z06D,CAPE,UL,26
6001254025225,PR,ABF,1A,Z06D,CAPE,UL,30
6001254025232,PR,ABF,1A,Z06D,CAPE,UL,36
6001254025249,PR,ABF,1A,Z06D,CAPE,UL,40
6001254025256,PR,FGO,SF,M12J,SUP,UL,112
6001254025263,PR,FGO,SF,M12J,SUP,UL,120
6001254025270,PR,ABF,SF,M12T,SUP,UL,90
6001254025287,PR,FMP,1A,M12T,SDAY,UL,112
6001254025294,PR,FMP,1A,M12T,SDAY,UL,120
6001254025300,PR,FMP,1A,M12T,SDAY,UL,34
6001254025317,PR,FMP,1A,M12T,SDAY,UL,38
6001254025324,PR,FMP,1A,M12T,SDAY,UL,45
6001254025331,PR,FMP,1A,M12T,SDAY,UL,48
6001254025348,PR,FMP,1A,M12T,SDAY,UL,52
6001254025355,PR,FMP,1A,M12T,SDAY,UL,60
6001254025362,PR,FMP,1A,M12T,SDAY,UL,70
6001254025379,PR,FMP,1A,M12T,SDAY,UL,80
6001254025386,PR,FMP,1A,M12T,SDAY,UL,90
6001254025393,PR,FMP,1A,M12T,SDAY,UL,96
6001254025409,PR,FGO,1A,M12T,SDAY,UL,112
6001254025416,PR,FGO,1A,M12T,SDAY,UL,120
6001254025423,PR,FGO,1A,M12T,SDAY,UL,34
6001254025430,PR,FGO,1A,M12T,SDAY,UL,38
6001254025447,PR,FGO,1A,M12T,SDAY,UL,45
6001254025454,PR,FGO,1A,M12T,SDAY,UL,48
6001254025461,PR,FGO,1A,M12T,SDAY,UL,52
6001254025478,PR,FGO,1A,M12T,SDAY,UL,60
6001254025485,PR,FGO,1A,M12T,SDAY,UL,70
6001254025492,PR,FGO,1A,M12T,SDAY,UL,80
6001254025508,PR,FGO,1A,M12T,SDAY,UL,90
6001254025515,PR,FGO,1A,M12T,SDAY,UL,96
6001254025522,PR,FGO,1A,A06D,CAPE,UL,48
6001254025539,PR,FGO,1A,M12T,TRU,LB,90
6001254025546,PR,PTR,1A,K167,OAK,UL,96
6001254025553,PR,PTR,1A,K168,OAK,UL,112
6001254025560,PR,PTR,1A,K168,OAK,UL,120
6001254025577,PR,BRO,SA,M12T,SUP,UL,90
6001254025584,PR,BRO,SA,M12T,SUP,UL,96
6001254025591,PR,BRO,SA,M12T,SUP,UL,112
6001254025607,PR,BRO,SA,M12T,SUP,UL,120
6001254025614,PR,ABF,1A,A166,TRU,OL,96
6001254025621,PR,RBC,SA,M12T,SUP,UL,90
6001254025638,PR,RBC,SA,M12T,SUP,UL,96
6001254025645,PR,RBC,SA,M12T,SUP,UL,112
6001254025652,PR,RBC,SA,M12T,SUP,UL,120
6001254025669,AP,RGL,1L,T12D,GEN,UL,100
6001254025676,PR,ABF,1A,A06D,TRU,LB,36
6001254025683,AP,RGL,1L,M18T,GEN,UL,90
6001254025690,AP,GAA,1A,M18T,SSR,UL,70
6001254025706,PR,CHY,2A,M12T,TRU,UL,112
6001254025713,PR,CHY,2A,M12T,TRU,UL,120
6001254025720,PR,CHY,2A,M12T,TRU,UL,42
6001254025737,PR,CHY,2A,M12T,TRU,UL,80
6001254025744,PR,CHY,2A,M12T,TRU,UL,90
6001254025751,PR,CHY,2A,M12T,TRU,UL,96
6001254025768,AP,RGL,1A,T12D,TRU,RA,135
6001254025775,AP,RGL,1A,T12D,TRU,RA,150
6001254025782,AP,RGL,1A,T12D,TRU,RA,165
6001254025799,AP,GAA,1A,M18T,SSR,UL,135
6001254025805,PR,CHY,1A,A06D,TRU,UL,40
6001254025812,PR,CHY,1A,A06D,TRU,UL,45
6001254025829,PR,WBC,1Z,T12D,SDAY,UL,90
6001254025836,AP,RGL,1Z,M18T,SDAY,UL,110
6001254025843,AP,RGR,1A,M18T,SUP,LB,100
6001254025850,AP,RGR,1A,M18T,SUP,LB,110
6001254025867,AP,RGR,1A,M18T,SUP,LB,120
6001254025874,AP,RGR,1A,M18T,SUP,LB,135
6001254025881,AP,RYB,1A,M18T,TRR,LB,135
6001254025898,AP,RGR,1A,M18T,SUP,LB,150
6001254025904,AP,RYB,1A,M18T,TRR,LB,150
6001254025911,AP,RYB,1A,M18T,TRR,LB,165
6001254025928,AP,RGR,1A,M18T,SUP,LB,165
6001254025935,AP,RGR,1A,M18T,SUP,LB,180
6001254025942,AP,RYB,1A,M18T,TRR,LB,180
6001254025959,AP,RGR,1A,M18T,SUP,LB,70
6001254025966,AP,RYB,1A,M18T,TRR,LB,70
6001254025973,AP,RGR,1A,M18T,SUP,LB,80
6001254025980,AP,RYB,1A,M18T,TRR,LB,80
6001254025997,AP,RGR,1A,M18T,SUP,LB,90
6001254026000,AP,RGR,1A,M22T,SUP,LB,198
6001254026017,AP,RGL,1A,M22T,SUP,LB,198
6001254026024,AP,RGR,1A,M22T,SUP,LB,216
6001254026031,AP,RGL,1A,M22T,SUP,LB,216
6001254026048,AP,RYB,1A,M22T,TRR,UL,198
6001254026055,AP,RYB,1A,M22T,TRR,UL,216
6001254026062,PR,WBC,1A,A14S,TRU,UL,112
6001254026079,PR,WBC,1Z,M12T,SDAY,UL,38
6001254026086,PR,WBC,1Z,M12T,SDAY,UL,45
6001254026093,PR,WBC,1Z,M12T,SDAY,UL,52
6001254026109,PR,WBC,1Z,M12T,SDAY,UL,60
6001254026116,PR,WBC,1Z,T12D,SDAY,UL,112
6001254026123,PR,WBC,1Z,T12D,SDAY,UL,120
6001254026130,PR,WBC,1Z,T12D,SDAY,UL,70
6001254026147,PR,WBC,1Z,T12D,SDAY,UL,80
6001254026154,PR,WBC,1Z,T12D,SDAY,UL,96
6001254026161,AP,PNG,1R,M18T,TRU,UL,135
6001254026178,AP,PNG,1A,T12D,TRU,UL,135
6001254026185,AP,PNG,1A,T12D,TRU,UL,150
6001254026192,AP,PNG,1A,T12D,TRU,UL,165
6001254026208,PR,ABF,SF,M12T,TRU,UL,90
6001254026215,AP,GAA,1A,M18T,SSR,UL,120
6001254026222,PR,PTR,SF,S167,GD,UL,112
6001254026239,PR,PTR,1A,A14T,CAPE,UL,112
6001254026246,PR,PTR,1A,M12T,TRU,LB,48
6001254026253,PR,PTR,SA,M12T,TRU,CL,70
6001254026260,AP,GAA,1A,M18T,SSR,UL,110
6001254026277,AP,RGR,1L,T12D,TRU,UL,198
6001254026284,PR,FGO,1A,M12T,TRU,UL,80
6001254026291,PR,FGO,1L,T12D,TRU,UL,120
6001254026307,AP,RGL,1A,M22T,SUP,LB,231
6001254026314,AP,RGR,1A,M22T,SUP,LB,231
6001254026321,AP,RGL,1A,M22T,SUP,LB,252
6001254026338,AP,RGR,1A,M22T,SUP,LB,252
6001254026345,AP,RYB,1A,M22T,TRR,UL,231
6001254026352,AP,RYB,1A,M22T,TRR,UL,252
6001254026369,AP,GAA,SF,A14Z,ALDI,FZ,138
6001254026376,AP,GAA,SF,A14Z,ALDI,FZ,150
6001254026383,AP,RGL,1L,T12Z,TRU,RA,198
6001254026390,AP,RGL,1L,T12Z,TRU,RA,216
6001254026406,PR,CHY,1A,A65D,TRU,UL,26
6001254026413,AP,GAA,1A,M18T,SSW,UL,100
6001254026420,AP,GAA,1A,M18T,SSW,UL,110
6001254026437,AP,GAA,1A,M18T,SSW,UL,120
6001254026444,AP,GAA,1A,M18T,SSW,UL,135
6001254026451,PR,DDC,1A,A06D,TRU,UL,26
6001254026468,PR,DDC,1A,A06D,TRU,UL,30
6001254026475,PR,BHD,1A,M12T,TRU,UL,80
6001254026482,PR,CHY,1A,M12T,TRU,UL,70
6001254026499,PR,PTR,2Z,T12D,GEN,UL,96
6001254026505,PR,PTR,2A,T12D,GEN,UL,112
6001254026512,PR,PTR,2A,T12D,GEN,UL,52
6001254026529,PR,PTR,2A,T12D,GEN,UL,60
6001254026536,PR,PTR,2A,T12D,GEN,UL,70
6001254026543,PR,PTR,2A,T12D,GEN,UL,80
6001254026550,PR,PTR,2A,T12D,GEN,UL,90
6001254026567,PR,PTR,2A,T12D,GEN,UL,96
6001254026574,AP,GAA,1A,M18T,SSR,UL,100
6001254026581,AP,RGL,1Z,T12D,SDAY,UL,198
6001254026598,PR,RSM,2A,M12T,TRU,UL,112
6001254026604,PR,RSM,2A,M12T,TRU,UL,120
6001254026611,AP,GDL,1Z,T12D,GEN,UL,198
6001254026628,AP,PNG,1L,T12D,TRU,UL,198
6001254026635,AP,RGL,1Z,T12D,GEN,UL,198
6001254026642,PR,PTR,2A,M12T,TRU,UL,48
6001254026659,PR,PTR,2A,M12T,TRU,UL,80
6001254026666,PR,PTR,2Z,T12D,GEN,UL,60
6001254026673,PR,PTR,2Z,T12D,GEN,UL,70
6001254026680,PR,PTR,2Z,T12D,GEN,UL,80
6001254026697,PR,PTR,2Z,T12D,GEN,UL,90
6001254026703,PR,ABF,1A,M127,TRU,UL,80
6001254026710,PR,CRS,1A,M12T,TRU,UL,38
6001254026727,PR,CRS,1A,M12T,TRU,UL,45
6001254026734,PR,CRS,1A,M12T,TRU,UL,52
6001254026741,PR,CRS,1A,M12T,TRU,UL,60
6001254026758,PR,CRS,1A,M12T,TRU,UL,70
6001254026765,PR,CRS,1A,M12T,TRU,UL,80
6001254026772,PR,CRS,1A,M12T,TRU,UL,90
6001254026789,PR,CRS,1A,M12T,TRU,UL,96
6001254026796,PR,CRS,1A,M12T,TRU,UL,112
6001254026802,PR,CRS,1A,M12T,TRU,UL,120
6001254026819,PR,CRS,1A,A14S,TRU,UL,52
6001254026826,PR,CRS,1A,A14S,TRU,UL,60
6001254026833,PR,CRS,1A,A14S,TRU,UL,70
6001254026840,PR,CRS,1A,A14S,TRU,UL,80
6001254026857,PR,CHY,SF,A07W,BD,UL,35
6001254026864,PR,CHY,SF,A07W,BD,UL,40
6001254026871,PR,RSM,2A,M12T,TRU,UL,80
6001254026888,PR,RSM,2A,M12T,TRU,UL,96
6001254026895,PR,BHD,1A,M12T,TRU,LB,80
6001254026901,PR,CHY,1A,M12T,TRU,UL,90
6001254026918,PR,PTR,1A,A14S,TRU,UL,96
6001254026925,AP,GAA,SF,A12A,ALDI,AG,88
6001254026932,AP,GAA,SF,A12A,ALDI,AG,100
6001254026949,AP,GAA,SF,A12A,ALDI,AG,113
6001254026956,AP,GAA,SF,Z12A,ALDI,AG,88
6001254026963,AP,GAA,SF,Z12A,ALDI,AG,100
6001254026970,AP,GAA,SF,Z12A,ALDI,AG,113
6001254026987,AP,GAA,SF,A14A,ALDI,AG,125
6001254026994,AP,GAA,SF,Z14A,ALDI,AG,125
6001254027007,AP,GAA,SF,Z18K,18X6,UL,138
6001254027014,AP,GAA,SF,Z18K,18X7,UL,150
6001254027021,AP,RGL,SF,B12D,BD,LB,80
6001254027038,AP,GAA,1L,J11T,TRU,UL,S
6001254027045,PR,CHY,SF,A07W,BD,UL,45
6001254027052,AP,SKI,2H,T12D,GEN,UL,165
6001254027069,AP,GRS,2H,T12D,GEN,UL,165
6001254027076,AP,GDL,2H,T12D,GEN,UL,165
6001254027083,AP,RGL,2H,T12D,GEN,UL,165
6001254027090,PR,PTR,2H,T12D,GEN,UL,96
6001254027106,PR,FRL,2H,T12D,GEN,UL,96
6001254027113,PR,CHY,1A,M12T,TRU,UL,80
6001254027120,AP,GAA,1L,T12D,TRU,UL,110
6001254027137,AP,RGL,SF,B12D,BD,LB,78
6001254027144,AP,GAA,SF,A18K,18X6,UL,125
6001254027151,AP,GAA,SF,A18K,18X6,UL,138
6001254027168,AP,GAA,SF,A18K,18X7,UL,150
6001254027175,AP,RGL,1A,M22T,SUP,UL,231
6001254027182,AP,RGL,1A,M22T,SUP,UL,252
6001254027199,AP,RGR,1A,M22T,SUP,UL,231
6001254027205,AP,RGR,1A,M22T,SUP,UL,252
6001254027212,PR,RSM,1L,M12T,TRU,UL,48
6001254027229,AP,RGL,1A,M18T,TRU,LB,165
6001254027236,AP,RGL,1A,M18T,SSR,UL,135
6001254027243,AP,SKI,1L,M18T,GEN,UL,110
6001254027250,AP,SKI,1L,M18T,GEN,UL,120
6001254027267,AP,SKI,1L,M18T,GEN,UL,90
6001254027274,AP,RYB,CH,M18T,SDAY,UL,100
6001254027281,AP,RGL,CH,M18T,SDAY,UL,100
6001254027298,AP,FUJ,CH,M18T,SDAY,UL,100
6001254027304,AP,MAH,CH,M18T,SDAY,UL,100
6001254027311,AP,BBN,CH,M18T,SDAY,UL,100
6001254027328,AP,BBN,CH,M18T,SDAY,UL,110
6001254027335,AP,FUJ,CH,M18T,SDAY,UL,110
6001254027342,AP,RYB,CH,M18T,SDAY,UL,110
6001254027359,AP,RGL,CH,M18T,SDAY,UL,110
6001254027366,AP,MAH,CH,M18T,SDAY,UL,110
6001254027373,AP,RGL,CH,M18T,SDAY,UL,120
6001254027380,AP,MAH,CH,M18T,SDAY,UL,120
6001254027397,AP,FUJ,CH,M18T,SDAY,UL,120
6001254027403,AP,RYB,CH,M18T,SDAY,UL,120
6001254027410,AP,BBN,CH,M18T,SDAY,UL,120
6001254027427,AP,RYB,CH,M18T,SDAY,UL,135
6001254027434,AP,MAH,CH,M18T,SDAY,UL,135
6001254027441,AP,BBN,CH,M18T,SDAY,UL,135
6001254027458,AP,FUJ,CH,M18T,SDAY,UL,135
6001254027465,AP,RGL,CH,M18T,SDAY,UL,135
6001254027472,AP,BBN,CH,M18T,SDAY,UL,150
6001254027489,AP,RYB,CH,M18T,SDAY,UL,150
6001254027496,AP,MAH,CH,M18T,SDAY,UL,150
6001254027502,AP,RGL,CH,M18T,SDAY,UL,150
6001254027519,AP,MAH,CH,M18T,SDAY,UL,90
6001254027526,AP,RGL,CH,M18T,SDAY,UL,90
6001254027533,AP,BBN,CH,M18T,SDAY,UL,90
6001254027540,AP,FUJ,CH,M18T,SDAY,UL,90
6001254027557,AP,RYB,CH,M18T,SDAY,UL,90
6001254027564,PR,GRB,SF,M12T,SUP,UL,112
6001254027571,PR,GRB,SF,M12T,SUP,UL,120
6001254027588,AP,CIR,CH,M18T,SDAY,UL,100
6001254027595,AP,RGR,CH,M18T,SDAY,UL,100
6001254027601,AP,CIR,CH,M18T,SDAY,UL,110
6001254027618,AP,RGR,CH,M18T,SDAY,UL,110
6001254027625,AP,CIR,CH,M18T,SDAY,UL,120
6001254027632,AP,RGR,CH,M18T,SDAY,UL,120
6001254027649,AP,RGR,CH,M18T,SDAY,UL,135
6001254027656,AP,CIR,CH,M18T,SDAY,UL,135
6001254027663,AP,RGR,CH,M18T,SDAY,UL,150
6001254027670,AP,CIR,CH,M18T,SDAY,UL,150
6001254027687,AP,FUJ,CH,M18T,SDAY,UL,150
6001254027694,AP,CIR,CH,M18T,SDAY,UL,90
6001254027700,AP,RGR,CH,M18T,SDAY,UL,90
6001254027717,AP,RGL,1A,T12Z,TRU,FZ,198
6001254027724,AP,RGL,1A,T12Z,TRU,FZ,216
6001254027731,AP,RGR,1L,T12D,TRU,UL,216
6001254027748,AP,RGL,1Z,T12D,SDAY,UL,216
6001254027755,PR,GRB,1A,M127,TRU,UL,112
6001254027762,PR,GRB,1A,M127,TRU,UL,90
6001254027779,PR,GRB,1A,M127,TRU,UL,96
6001254027786,PR,CHY,2Z,M12T,GEN,UL,36
6001254027793,PR,CHY,2Z,M12T,GEN,UL,38
6001254027809,PR,CHY,2Z,M12T,GEN,UL,45
6001254027816,PR,CHY,2Z,M12T,GEN,UL,52
6001254027823,PR,CHY,2Z,M12T,GEN,UL,60
6001254027830,PR,CHY,2Z,T12D,GEN,UL,112
6001254027847,PR,CHY,2Z,T12D,GEN,UL,70
6001254027854,PR,CHY,2Z,T12D,GEN,UL,80
6001254027861,PR,CHY,2Z,T12D,GEN,UL,90
6001254027878,PR,CHY,2Z,T12D,GEN,UL,96
6001254027885,PR,BBC,1A,A12D,TRU,UL,45
6001254027892,PR,BBC,1A,A12D,CAPE,UL,90
6001254027908,PR,GRB,1A,M128,TRU,UL,96
6001254027915,PR,GRB,1A,M129,TRU,UL,112
6001254027922,PR,CHY,2Z,M12T,GEN,UL,30
6001254027939,AP,GAA,SF,A14Z,ALDI,FZ,113
6001254027946,AP,GAA,SF,A14Z,ALDI,FZ,125
6001254027953,PR,GRB,SF,M12W,SUP,UL,112
6001254027960,PR,GRB,SF,M12W,SUP,UL,120
6001254027977,PR,CHY,2Z,T12T,GEN,UL,112
6001254027984,PR,CHY,2Z,T12T,GEN,UL,70
6001254027991,PR,CHY,2Z,T12T,GEN,UL,80
6001254028004,PR,CHY,2Z,T12T,GEN,UL,90
6001254028011,PR,CHY,2Z,T12T,GEN,UL,96
6001254028028,AP,RGR,SA,M18T,SUP,UL,216
6001254028035,AP,RGL,1Z,T12T,GEN,UL,198
6001254028080,AP,GAA,1L,M18T,GEN,UL,100
6001254028097,AP,GAA,1L,M18T,GEN,UL,110
6001254028103,AP,GAA,1L,M18T,GEN,UL,120
6001254028110,AP,GAA,1L,M18T,GEN,UL,150
6001254028127,AP,GAA,1L,M18T,GEN,UL,80
6001254028134,AP,GAA,1L,M18T,GEN,UL,90
6001254028141,AP,GAA,1L,M18T,GEN,UL,198
6001254028158,AP,RGL,1L,T12Z,GEN,UL,216
6001254028165,PR,BBC,1A,A12D,TRU,UL,60
6001254028172,PR,SMP,1L,M12T,TRU,UL,38
6001254028189,AP,RGL,1Z,T12T,GEN,UL,120
6001254028196,PR,BBC,SF,M12W,TRU,UL,112
6001254028202,PR,BBC,SF,M12W,TRU,UL,120
6001254028219,PR,GRB,SF,M12W,TRU,UL,96
6001254028226,PR,BBC,SF,M12W,TRU,UL,96
6001254028233,PR,DDC,SA,A06M,BD,UL,26
6001254028240,PR,DDC,SA,A06M,BD,UL,30
6001254028257,PR,DDC,SA,A06M,BD,UL,35
6001254028264,AP,GAA,SF,Z16F,TRU,IF,100
6001254028271,AP,GAA,SF,Z16F,TRU,IF,113
6001254028288,AP,GAA,SF,Z16F,TRU,IF,125
6001254028295,AP,GAA,SF,A16F,TRU,IF,100
6001254028301,AP,GAA,SF,A16F,TRU,IF,113
6001254028318,AP,GAA,SF,A16F,TRU,IF,125
6001254028325,AP,RGL,SF,B12D,TRU,LB,78
6001254028332,AP,RGL,SF,B12D,TRU,LB,84
6001254028349,PR,BBC,SF,M12W,SUP,UL,96
6001254028356,PR,BBC,SF,M12W,SUP,UL,112
6001254028363,PR,BBC,SF,M12W,SUP,UL,120
6001254028370,PR,GRB,SF,M12W,SUP,UL,96
6001254028387,AP,RGR,SA,M18T,SUP,LB,216
6001254028394,AP,RGL,1Z,T12T,GEN,UL,135
6001254028400,AP,RGL,1Z,T12T,GEN,UL,150
6001254028417,AP,RGL,1Z,T12T,GEN,UL,165
6001254028424,AP,RGL,1Z,T12T,GEN,UL,180
6001254028431,AP,RGL,2H,M18T,GEN,UL,100
6001254028448,AP,RGL,2H,M18T,GEN,UL,110
6001254028455,AP,RGL,2H,M18T,GEN,UL,120
6001254028462,AP,RGL,2H,M18T,GEN,UL,135
6001254028479,AP,RGL,2H,M18T,GEN,UL,150
6001254028486,AP,RGL,2H,M18T,GEN,UL,165
6001254028493,AP,RGL,2H,M18T,GEN,UL,180
6001254028509,AP,RGL,2H,M18T,GEN,UL,198
6001254028516,AP,RGL,2H,M18T,GEN,UL,216
6001254028523,AP,RGL,2H,M18T,GEN,UL,64
6001254028530,AP,RGL,2H,M18T,GEN,UL,70
6001254028547,AP,RGL,2H,M18T,GEN,UL,80
6001254028554,AP,RGL,2H,M18T,GEN,UL,90
6001254028561,AP,RGL,2H,T12D,GEN,UL,110
6001254028578,AP,RGL,2H,T12D,GEN,UL,120
6001254028585,AP,RGL,2H,T12D,GEN,UL,135
6001254028592,AP,RGL,2H,T12D,GEN,UL,150
6001254028608,AP,RGL,2H,T12D,GEN,UL,180
6001254028615,PR,DDC,SF,A06M,BD,UL,24
6001254028622,PR,DDC,SF,A06M,BD,UL,26
6001254028639,PR,DDC,SF,A06M,BD,UL,30
6001254028646,PR,DDC,SF,A06M,BD,UL,35
6001254028653,PR,PTR,1A,A14T,TRU,UL,90
6001254028660,PR,PTR,1A,A14T,TRU,UL,96
6001254028677,AP,RGL,1Z,J30J,CHEP,UL,150
6001254028684,AP,GDL,2H,M18T,GEN,UL,100
6001254028691,AP,GDL,2H,M18T,GEN,UL,64
6001254028707,AP,GDL,2H,M18T,GEN,UL,70
6001254028714,AP,GDL,2H,M18T,GEN,UL,80
6001254028721,AP,GDL,2H,M18T,GEN,UL,90
6001254028738,AP,GDL,2H,T12D,GEN,UL,110
6001254028745,AP,GDL,2H,T12D,GEN,UL,120
6001254028752,AP,GDL,2H,T12D,GEN,UL,135
6001254028769,AP,GDL,2H,T12D,GEN,UL,150
6001254028776,AP,GDL,2H,T12D,GEN,UL,180
6001254028783,AP,RGL,2H,T12T,GEN,UL,110
6001254028790,AP,GDL,2H,T12T,GEN,UL,110
6001254028806,AP,GDL,2H,T12T,GEN,UL,120
6001254028813,AP,RGL,2H,T12T,GEN,UL,120
6001254028820,AP,RGL,2H,T12T,GEN,UL,135
6001254028837,AP,GDL,2H,T12T,GEN,UL,135
6001254028844,AP,RGL,2H,T12T,GEN,UL,150
6001254028851,AP,GDL,2H,T12T,GEN,UL,150
6001254028868,AP,GDL,2H,T12T,GEN,UL,165
6001254028875,AP,RGL,2H,T12T,GEN,UL,165
6001254028882,AP,RGL,2H,T12T,GEN,UL,180
6001254028899,AP,GDL,2H,T12T,GEN,UL,180
6001254028905,PR,ABF,SA,A06D,CAPE,UL,24
6001254028912,PR,ABF,SA,A06D,CAPE,UL,26
6001254028929,PR,PTR,SF,Z18K,18X5,UL,112
6001254028936,PR,PTR,SF,Z18K,18X6,UL,120
6001254028943,PR,PTR,SF,M12W,TRU,UL,100
6001254028950,PR,FRL,SF,M12W,TRU,UL,100
6001254028967,PR,PTR,SF,M12W,TRU,UL,80
6001254028974,PR,PTR,SF,M12W,TRU,UL,90
6001254028981,PR,PTR,SF,M12W,TRU,UL,96
6001254028998,PR,FRL,SF,M12W,TRU,UL,96
6001254029001,AP,GAA,SF,Z14Z,ALDI,FZ,138
6001254029018,AP,GAA,SF,Z14Z,ALDI,FZ,150
6001254029025,PR,VBT,SA,M12T,TRU,UL,96
6001254029032,PR,VBT,CH,M12T,SDAY,UL,70
6001254029049,PR,VBT,CH,M12T,SDAY,UL,80
6001254029056,PR,VBT,CH,M12T,SDAY,UL,90
6001254029063,PR,VBT,CH,M12T,SDAY,UL,96
6001254029070,PR,VBT,CH,M12T,SDAY,UL,112
6001254029087,PR,VBT,CH,M12T,SDAY,UL,120
6001254029094,AP,GAA,1Z,J30J,CHEP,UL,216
6001254029100,AP,GAA,1A,M18T,SSR,UL,90
6001254029117,PR,BBC,SF,S165,GD,UL,80
6001254029124,PR,VBT,SF,Z18K,18X5,UL,112
6001254029131,PR,VBT,SF,Z18K,18X6,UL,120
6001254029148,PR,VBT,SF,Z18K,18X5,UL,96
6001254029155,PR,VBT,1A,M126,TRU,UL,70
6001254029162,PR,VBT,1A,M127,TRU,UL,80
6001254029179,PR,VBT,1A,M128,TRU,UL,90
6001254029186,AP,RGL,2Z,T12D,GEN,UL,90
6001254029193,AP,RGL,2Z,T12D,GEN,UL,100
6001254029209,AP,RGL,2Z,T12D,GEN,UL,110
6001254029216,AP,RGL,2Z,T12D,GEN,UL,120
6001254029223,PR,FRL,1A,M12T,CAPE,UL,60
6001254029230,AP,GRS,1L,M18T,TRU,UL,48
6001254029247,AP,GDL,S2,A16P,16X6,UL,100
6001254029254,AP,GDL,SF,A14P,14X8,NS,113
6001254029261,PR,FRL,CH,M12T,SDAY,LB,70
6001254029278,PR,VBT,CH,M12T,SDAY,LB,70
6001254029285,PR,FRL,CH,M12T,SDAY,LB,80
6001254029292,PR,VBT,CH,M12T,SDAY,LB,80
6001254029308,PR,FRL,CH,M12T,SDAY,LB,90
6001254029315,PR,VBT,CH,M12T,SDAY,LB,90
6001254029322,PR,FVB,1A,K168,OAK,UL,112
6001254029339,PR,FVB,1A,K168,OAK,UL,120
6001254029346,AP,GAA,SF,A18K,18X7,UL,138
6001254029353,AP,RGL,SF,A14Z,ALDI,AG,113
6001254029360,AP,RGL,SF,A14Z,ALDI,AG,125
6001254029377,AP,RGL,SF,A14Z,ALDI,AG,138
6001254029384,AP,TOP,1Z,J30J,CHEP,UL,138
6001254029391,AP,TOP,1Z,J30J,CHEP,UL,150
6001254029407,AP,TOP,2H,M18T,GEN,UL,100
6001254029414,AP,TOP,2H,M18T,GEN,UL,64
6001254029421,AP,TOP,1A,M18T,TRU,UL,64
